ItemType	Name (EN)	Description (EN)
Weapon	Cracked Round Shield	"Weapon type: Small Shield Attack type: Strike\nRound wooden shield. Cracked and nearly broken.\nWood shields are lighter than metal shields, but this one has lower physical damage reduction stability, partly due to cracking."
Weapon	Leather Shield	"Weapon type: Small Shield Attack type: Strike\nRound leather-covered shield. A standard, widely-used shield.\nSmall shields are always less stable, but landing critical hits after parry is easier."
Weapon	Plank Shield	"Weapon type: Small Shield Attack type: Strike\nMakeshift shield built from wood planks. Provides minimal protection, but at a cost of moderate humiliation."
Weapon	Caduceus Round Shield	"Weapon type: Small Shield Attack type: Strike\nRound wooden shield crafted in Lordran. Decorated by an ancient blue Caduceus. The giant trees in Lordran are distant offspring of the great stone archtrees. This shield inherits their properties, and the wood greatly reduces magic damage."
Weapon	Crystal Ring Shield	"Weapon type: Small Shield Attack type: Strike\nWeapon born from the mystical creature of the Darkroot Garden, the Moonlight Butterfly. Imbued with a powerful crystal power, like the butterfly created by Seath the Scaleless. Can emit crystal light rings."
Weapon	Heater Shield	"Weapon type: Shield Attack type: Strike\nSmall metal shield. A standard, widely-used shield.\nThis shield is easy to use, and is one of the smallest shields that offers 100% physical damage reduction."
Weapon	Knight Shield	"Weapon type: Shield Attack type: Strike\nThis medium metal shield is elegantly carved and painted. Although it is thought to have been used by ancient knights of the nobility, its defense capabilities are similar to other shields."
Weapon	Tower Kite Shield	"Weapon type: Shield Attack type: Strike\nMedium metal shield. Decorated with a tower, the symbol of protection. A standard, widely-used shield.\n\n"
Weapon	Grass Crest Shield	"Weapon type: Shield Attack type: Strike\nOld medium metal shield of unknown origin. The grass crest is lightly imbued with magic, which slightly speeds stamina recovery."
Weapon	Hollow Soldier Shield	"Weapon type: Shield Attack type: Strike\nMetal shield wielded by Hollow soldiers. Heavily rusted but sturdy, providing a strong defense."
Weapon	Balder Shield	"Weapon type: Shield Attack type: Strike\nShield of the knights of the ancient kingdom of Balder. Tweaked for improved stability. Balder was the home of Knight King Rendal, but the kingdom was reduced to ruins after a widespread outbreak of Undead."
Weapon	Crest Shield	"Weapon type: Shield Attack type: Strike\nShield of a nameless knight, likely a high-ranked knight of Astora.\nOne of the enchanted blue shields. The Crest Shield greatly reduces magic damage."
Weapon	Dragon Crest Shield	"Weapon type: Shield Attack type: Strike\nShield of a nameless knight, likely a high-ranked knight of Astora.\nOne of the enchanted blue shields. The Dragon Crest Shield greatly reduces fire damage."
Weapon	Warrior's Round Shield	"Weapon type: Small Shield Attack type: Strike\nRound wooden shield crafted in Lordran. Decorated with the ancient Labrys axe. The giant trees in Lordran are distant offspring of the great stone archtrees. This shield inherits their properties, and the wood reduces magic damage.\n"
Weapon	Iron Round Shield	"Weapon type: Shield Attack type: Strike\nThick iron shield of Shiva of the East. Heaviest of the standard shields. Deflects enemy attacks. A famous specimen from Shiva's collection, but none who have faced it have lived to tell the tale."
Weapon	Spider Shield	Weapon type: Shield Attack type: Strike\nShield of the savage mountain bandits. Uniquely-shaped with a large black spider etched upon it. Has resistance to poison.
Weapon	Spiked Shield	"Weapon type: Shield Attack type: Strike\nShield of the infamous Darkwraith Kirk, Knight of Thorns. Covered with spikes.\nCan be used as a weapon. Sharp spikes cause heavy bleeding."
Weapon	Crystal Shield	"Weapon type: Shield Attack type: Strike\nA fully crystallized straight shield. How such a weapon was created is entirely unknown. The crystallization boosts its defense, but makes the shield brittle. The shield cannot be used for long, as it cannot be repaired.\n"
Weapon	Sunlight Shield	"Weapon type: Shield Attack type: Strike\nShield of Solaire of Astora, Knight of Sunlight. Decorated with a holy symbol, but Solaire illustrated it himself, and it has no divine powers of its own. As it turns out, Solaire's incredible prowess is a product of his own training, and nothing more."
Weapon	Silver Knight Shield	"Weapon type: Shield Attack type: Strike\nShield of the Silver Knights of Anor Londo. A flowing canal is carved deep into its face. The Silver Knights stayed behind in Anor Londo to defend the illusory goddess, and their shields are blessed with her divine protection.\n"
Weapon	Black Knight Shield	"Weapon type: Shield Attack type: Strike\nShield of the Black Knights that wander Lordan. A flowing canal is chiseled deeply into its face. Long ago, the black knights faced the chaos demons, and were charred black, but their shields became highly resistant to fire."
Weapon	Pierce Shield	"Weapon type: Shield Attack type: Thrust\nShield of certain knights of Catarina, used in attacks with a large protrusion in center.\nCan be used as a thrust weapon."
Weapon	Red and White Round Shield	"Weapon type: Small Shield Attack type: Strike\nRound wooden shield crafted in Lordran featuring an impressive red and white design. The giant trees in Lordran are distant offspring of the great stone archtrees. This shield inherits their properties, and the wood greatly reduces magic damage."
Weapon	Caduceus Kite Shield	"Weapon type: Shield Attack type: Strike\nMedium metal shield. Decorated by an ancient blue Caduceus. A standard, widely-used shield.\n\n"
Weapon	Gargoyle's Shield	"Weapon type: Shield Attack type: Strike\nBronze shield of the gargoyle guarding the Bell of Awakening in the Undead Church. The gargoyle's skin is tough by itself, and perhaps its shield may have been a prop, for it is a rare example of a metal shield that does not reduce physical damage 100%.\n\n\n\n"
Weapon	Eagle Shield	"Weapon type: Greatshield Attack type: Strike\nGreatshield with an eagle design. Lightest and easiest greatshield to handle.\nGreatshields are very stable, and deflect attacks. But one cannot parry, and instead bashes with the shield."
Weapon	Tower Shield	"Weapon type: Greatshield Attack type: Strike\nMetal greatshield. Used by Knight Berenike, known for his heavy armor. This thick plate of iron is heavily defensive but ultra heavy. Greatshields are very stable, and deflect attacks. However, one cannot parry, and instead bashes with the shield.\n"
Weapon	Giant Shield	"Weapon type: Greatshield Attack type: Strike\nGreatshield made of bronze and marcasite. Used by giant sentinels of Anor Londo. Marcasite, or white iron, is effective against non-physical damage, but as the shield is designed for the giant sentinels, its weight is unbearable."
Weapon	Stone Greatshield	"Weapon type: Greatshield Attack type: Strike\nMossy round greatshield used by the guardian of the Darkroot Garden, the Stone Knight. The Stone Knight is a creation of ancient magic, and this shield is imbued with the same power, but is also extremely heavy."
Weapon	Havel's Greatshield	"Weapon type: Greatshield Attack type: Strike\nGreatshield of the legendary Havel the Rock. Cut straight from a great slab of stone. This greatshield is imbued with the magic of Havel, provides strong defense, and is incredibly heavy. A true divine heirloom on par with the Dragon Tooth."
Weapon	Bonewheel Shield	"Weapon type: Greatshield Attack type: Strike\nGiant wooden wheel encircled by spikes. Half-melded to a strange skeleton.\nCan be used as a greatshield, only for the great gaps. But at least the spikes turn into weapons with a good spin. Strange indeed!"
Weapon	Greatshield of Artorias	"Weapon type: Greatshield Attack type: Strike\nShield born from the soul of the great grey wolf Sif, guardian of the grave of the Abysswalker Knight Artorias. Boasts consistent defense and divine protection against various status effects.\n\n"
Weapon	Whip	"Weapon type: Whip Attack type: Regular\nLeather whip. Not intended for battle.\nVirtually ineffective against armor and tough scales, but quite formidable against enemies with exposed skin."
Weapon	Notched Whip	"Weapon type: Whip Attack type: Regular\nWhip with sharp spikes.\nOnly slightly effective against armor and tough scales, but quite formidable against enemies with exposed skin. Also causes heavy bleeding."
Weapon	Standard Arrow	Weapon type: Arrow Attack type: Thrust\nStandard arrow. Arrows must be equipped to be fired.
Weapon	Large Arrow	"Weapon type: Arrow Attack type: Thrust\nLarge arrow. Heavier arrows cause more damage, but have a shorter range."
Weapon	Feather Arrow	Weapon type: Arrow Attack type: Thrust\nRed feather arrows of the Lord's hunters. Their long range makes them effective for sniping.\n
Weapon	Fire Arrow	Weapon type: Arrow Attack type: Thrust\nArrows fired with flaming tips. Inflicts fire damage.
Weapon	Poison Arrow	"Weapon type: Arrow Attack type: Thrust\nArrow with point dipped in poison. Ensures the demise of prey in a hunt, or the target in an assassination. Once an enemy is poisoned, one need only wait."
Weapon	Moonlight Arrow	"Weapon type: Arrow Attack type: Thrust\nArrow granted to those bound by Covenant to the Dark Sun Gwyndolin, Lord Gwyn's lastborn. Moonlight Arrows glow silver, and inflict magic damage."
Weapon	Wooden Arrow	"Weapon type: Arrow Attack type: Thrust\nStandard arrow. These arrows do not fly particularly far, nor do they inflict a terrible amount of damage, but their cheap cost makes them useful when volume is required."
Weapon	Dragonslayer Arrow	"Weapon type: Great Arrow Attack type: Thrust\nGiant dragon-hunting arrows, resembling iron spears. Used by Hawkeye Gough and his Dragonslayers, they puncture human flesh easily. Dragonslayer Arrows can only be used with the Dragonslayer Greatbow, and vice-versa."
Weapon	Gough's Great Arrow	"Weapon type: Great Arrow Attack type: Thrust\nGreat arrow used by Hawkeye Gough, one of Lord Gwyn's Four Knights, for dragon slaying. Requires Greatbow.\nGough personally crafts each stone tip, and wraps the shaft tightly with tree bark."
Weapon	Arrow	
Weapon	Standard Bolt	Weapon type: Bolt Attack type: Thrust\nStandard crossbow bolt. Used mainly with the Light Crossbow.\nEquip crossbow with a bolt to fire.
Weapon	Heavy Bolt	"Weapon type: Bolt Attack type: Thrust\nLarge bolt. Used mainly with the Heavy Crossbow.\nThese weighty bolts inflict high damage, but have reduced range."
Weapon	Sniper Bolt	Weapon type: Bolt Attack type: Thrust\nRed feather bolts used with the Sniper Crossbow. Their long range makes them effective for sniping.\n
Weapon	Wood Bolt	"Weapon type: Bolt Attack type: Thrust\nBasic wood bolt.\nThese bolts do not fly particularly far, nor do they inflict a terrible amount of damage, but their cheap cost makes them useful when volume is required.\n"
